순위,관광지명,주소,분류,합산 검색 수
1,의령리온컨트리클럽,경남 의령군 자굴산로 101-33,육상레저스포츠,22501
2,의령전통시장,경남 의령군 의병로21길 13-5,시장,11518
3,일붕사,경남 의령군 청정로 1202-15,종교성지,10638
4,의령곤충생태학습관,경남 의령군 의합대로 28-0,전시시설,6702
5,호암이병철선생생가,경남 의령군 호암길 22-4,역사유적지,5855
6,의령벽계야영장,경남 의령군 벽계로 201-0,캠핑,4774
7,의령구름다리,경남 의령군,기타관광,4721
8,한우산생태숲,경남 의령군,기타관광,4294
9,의령친환경골프장,경남 의령군 남강로 417-0,육상레저스포츠,4229
10,거장산오토캠핑장,경남 의령군 청정로5길 57-0,캠핑,3390
11,설뫼충효테마파크오토캠핑장,경남 의령군,캠핑,3078
12,수암사,경남 의령군 수암로 267-0,종교성지,2992
13,유농오토캠핑장,경남 의령군 청정로 2278-0,캠핑,2119
14,호국의병의숲친수공원의강나루터,경남 의령군,교통시설,1939
15,쇠목재,경남 의령군,자연경관(산),1860
16,의령벽계관광지,경남 의령군 벽계로 201-0,복합관광시설,1724
17,정암루,경남 의령군 남강로 686-0,역사유적지,1649
18,유곡면민체육공원야영장,경남 의령군 청정로 2078-6,캠핑,1625
19,신반시장,경남 의령군 신번로7길 6-14,시장,1247
20,의병박물관,경남 의령군 충익로 1-25,전시시설,990
21,자굴산자연휴양림,경남 의령군,자연공원,986
22,호국의병의숲친수공원,경남 의령군,도시공원,875
23,찰비계곡,경남 의령군,자연경관(산),844
24,자굴산,경남 의령군,자연경관(산),812
25,경상남도학생교육원,경남 의령군 가례로 747-38,육상레저스포츠,675
26,한우산드라이브코스,경남 의령군 한우산길 774-0,데이트코스,643
27,의령친환경야구장,경남 의령군,레저스포츠시설,629
28,충익사의병탑,경남 의령군,역사유물,560
29,아비숑모텔,경남 의령군 의병로6길 8-0,모텔,493
30,천하장사골센터,경남 의령군 모의로 662-24,기타관광,424
31,곽재우의병장생가,경남 의령군 세간2동길 33-0,역사유적지,414
32,의령나루캠프,경남 의령군 화정로14길 16-5,캠핑,352
33,수도사,경남 의령군 덕암로 581-137,종교성지,342
34,충익사,경남 의령군 충익로 1-0,종교성지,341
35,유학사,경남 의령군 여배로5길 2-0,종교성지,305
36,알펜라켄청소년수련원,경남 의령군 가례로 747-37,육상레저스포츠,299
37,서동생활체육공원,경남 의령군 의병로8길 0-0,도시공원,290
38,하얏트,경남 의령군 의병로7길 9-3,모텔,268
39,한우산생태숲홍보관,경남 의령군 한우산길 774-0,전시시설,245
40,스카이모텔,경남 의령군 의병로7길 15-3,모텔,232
41,크리스탈모텔,경남 의령군 충익로 20-8,모텔,174
42,한우산,경남 의령군,자연경관(산),173
43,찰비관광농원,경남 의령군 한우산길 108-0,펜션/민박,167
44,벽계저수지,경남 의령군,자연경관(하천/해양),164
44,자굴산치유수목원,경남 의령군 가례로 327-22,자연공원,164
46,의령축협한우경매시장,경남 의령군 소상로 14-0,시장,162
47,의령예술촌,경남 의령군 벽계로 16-32,기타문화관광지,159
48,유곡천다목적캠프장,경남 의령군,캠핑,155
49,산남저수지,경남 의령군,자연경관(하천/해양),147
50,가수저수지,경남 의령군,자연경관(하천/해양),139
51,신세계모텔,경남 의령군 의병로23길 6-8,모텔,136
52,탑바위,경남 의령군,기타관광,123
53,의령벽계한우산펜션,경남 의령군 한우산길 26-0,펜션/민박,118
54,홍의정,경남 의령군 국궁길 21-0,육상레저스포츠,112
55,백산안희제생가,경남 의령군 입산로2길 37-0,역사유적지,101
56,자굴산사랑펜션,경남 의령군 가례로 885-28,펜션/민박,97
57,기강나루,경남 의령군,교통시설,94
