업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,3.1020783E7
쇼핑업,레저용품쇼핑,3.5613707E8
쇼핑업,대형쇼핑몰,1084000.0
숙박업,기타숙박,2.9989189E8
식음료업,식음료,7.574001984E9
여가서비스업,골프장,8.98944125E9
여가서비스업,기타레저,3991500.0
여가서비스업,문화서비스,9890500.0
운송업,수상운송,989000.0
