순위,관광지명,주소,분류,현지인 검색 수
1,파라지오CC,경북 의성군 농공마전길 167-0,육상레저스포츠,2513
2,엠스클럽의성CC,경북 의성군 농공마전길 125-78,육상레저스포츠,2057
3,고운사,경북 의성군 고운사길 415-0,종교성지,1007
4,의성조문국박물관,경북 의성군 초전1길 83-0,전시시설,661
5,빙계계곡,경북 의성군,자연경관(산),374
6,의성전통시장,경북 의성군 전통시장2길 7-4,시장,346
7,탑산약수온천,경북 의성군 도리원2길 88-42,웰니스관광,277
8,의성산수유마을꽃맞이행사,경북 의성군 산수유2길 2-0,기타문화관광지,261
9,효천지,경북 의성군,자연경관(하천/해양),256
10,산운생태공원,경북 의성군 수정사길 19-0,도시공원,183
11,빙계얼음골아영장,경북 의성군 빙계계곡길 51-0,캠핑,173
12,금봉자연휴양림,경북 의성군 휴양림길 114-0,자연공원,155
13,가음저수지,경북 의성군,자연경관(하천/해양),148
14,개천지,경북 의성군,자연경관(하천/해양),147
15,빙계계곡오토캠핑장,경북 의성군,캠핑,146
16,안계전통시장,경북 의성군 안계시장길 14-15,시장,133
17,의성점곡계곡,경북 의성군,자연경관(산),125
18,씨에프모텔,경북 의성군 북원2길 6-0,모텔,99
18,수정사,경북 의성군 수정사길 420-0,종교성지,99
20,경덕왕릉,경북 의성군 동부로 2545-0,역사유적지,92
21,달빛공원,경북 의성군,도시공원,84
22,투데이모텔,경북 의성군 동서2길 36-0,모텔,80
23,벤츠모텔,경북 의성군 도안로 828-42,모텔,66
24,금수장,경북 의성군 소보안계로 1912-0,기타숙박,63
25,대곡사,경북 의성군 대곡사길 80-0,종교성지,62
26,위천생태하천,경북 의성군,기타관광,60
27,고운마을캠핑장,경북 의성군 고운사길 203-21,캠핑,58
27,구봉공원,경북 의성군,도시공원,58
27,만장사,경북 의성군 모산길 109-0,종교성지,58
30,대곡사대웅전,경북 의성군 대곡사길 80-0,역사유적지,54
30,안계승마체험장,경북 의성군 안신로 20-1,기타레저스포츠,54
32,의성금성면고분군,경북 의성군,역사유적지,52
33,조성지,경북 의성군,자연경관(하천/해양),48
34,상신지,경북 의성군,자연경관(하천/해양),47
35,올인모텔,경북 의성군 북부길 5-4,모텔,46
35,사곡저수지,경북 의성군,자연경관(하천/해양),46
37,효천지캠핑장,경북 의성군,캠핑,45
37,만경촌먹거리체험관,경북 의성군 구단길 182-10,기타레저스포츠,45
39,명품모텔,경북 의성군 문소3길 83-1,모텔,42
39,금성산,경북 의성군,자연경관(산),42
41,금봉저수지,경북 의성군,자연경관(하천/해양),41
42,의성사촌마을,경북 의성군,역사유적지,39
42,의성향교,경북 의성군 향교길 57-0,역사유적지,39
44,순호지,경북 의성군,자연경관(하천/해양),38
45,개천사,경북 의성군 위양1길 122-0,종교성지,37
46,필모텔,경북 의성군 용기4길 7-19,모텔,36
47,의성청년테마파크,경북 의성군 경북대로 5690-0,기타문화관광지,35
48,그리스모텔,경북 의성군 안계시장길 58-5,모텔,34
49,밀성권역도농교류센터,경북 의성군 서부로 3549-7,기타관광,33
50,의성탑리리오층석탑,경북 의성군 오층석탑길 5-3,역사유물,30
51,석화장여관,경북 의성군 탑리길 69-0,모텔,29
52,왜가리생태관,경북 의성군 왜가리길 1185-0,농/산/어촌체험,28
53,기지,경북 의성군,자연경관(하천/해양),26
53,운람사,경북 의성군 신안2길 223-0,종교성지,26
53,의성만취당,경북 의성군 만취당길 17-0,역사유적지,26
53,의성조문국박물관고분전시관,경북 의성군 동부로 2545-0,전시시설,26
53,경덕왕릉의성조문국사적지,경북 의성군,역사유적지,26
58,벽수지,경북 의성군,자연경관(하천/해양),25
58,제오리공룡발자국화석,경북 의성군,역사유적지,25
58,토현지,경북 의성군,자연경관(하천/해양),25
61,의성염매시장,경북 의성군 염매시장길 17-1,시장,23
62,옥련사,경북 의성군 옥련사길 130-0,종교성지,22
63,의성사촌리가로숲,경북 의성군,역사유적지,20
64,석불사,경북 의성군,종교성지,19
64,의성소우당,경북 의성군 산운마을길 55-0,역사유적지,19
