동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
373,3155,연인,애인_커플_예비신부,미식,맛집_맥주_술
162,1613,기타가족,오빠_장모_사촌,레포츠/운동,캠핑_캠핑여행_낚시
100,811,회사동료,대리_직원,문화예술,노래방_문화센터_박물관
86,475,자녀,아들_둘째딸_딸,휴식/힐링,불멍_힐링_나들이
27,240,학생,대학생_고딩,자연경관,계곡_동굴_시골
19,92,부모님,어머님_할머니_부모님,역사유적,한옥_다리_서당
15,21,배우자,신랑_아내_신부,반려동물,동물_유기견_길고양이
8,9,친구,지인_친구,체험,템플스테이_수학여행_요리체험
6,0,싱글,혼자_싱글,,
