연령대,남성방문 비율,여성방문 비율
70세 이상,2.7,2.2
60~69세,5.6,3.8
50~59세,9.6,5.1
40~49세,12.8,5.7
30~39세,15.9,10.1
20~29세,10.7,12.4
10~19세,1.3,1.8
