연령대,남성방문 비율,여성방문 비율
70세 이상,3.7,4.5
60~69세,10.4,6.9
50~59세,13.5,10.1
40~49세,9.8,6.4
30~39세,6.3,4.8
20~29세,6.1,5.2
10~19세,9.1,2.5
