연령대,남성방문 비율,여성방문 비율
70세 이상,4.1,3.8
60~69세,10.2,10.4
50~59세,10.6,10.5
40~49세,8.0,6.8
30~39세,7.4,6.4
20~29세,6.9,5.1
10~19세,4.1,4.5
