연령대,남성방문 비율,여성방문 비율
70세 이상,3.6,3.6
60~69세,6.8,6.5
50~59세,8.0,9.6
40~49세,9.1,9.0
30~39세,7.9,8.1
20~29세,9.0,9.3
10~19세,3.8,3.8
