동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1296,11909,기타가족,오빠_가족_장모,미식,맛집_맥주_바나나
518,7335,연인,애인_커플_남자친구,자연경관,바다_바닷가_전망대
282,2259,자녀,아들_딸_딸래미,레포츠/운동,수영장_캠핑_낚시
127,495,회사동료,대리_임원_동료,문화예술,문화센터_노래방_클럽
83,274,부모님,부모님_아빠_할머니,휴식/힐링,힐링_신혼여행_나들이
62,111,배우자,아내_신랑_남편,역사유적,묘지_정자_포로수용소
48,38,학생,고딩_중딩_대학생,반려동물,유기견_애견_반려동물
17,20,친구,동창_지인_친구,체험,텃밭체험_갯벌체험_어촌체험
15,0,싱글,싱글_혼자_혼행,,
