순위,관광지명,주소,분류,외지인 검색 수
1,바람의언덕,경남 거제시,기타문화관광지,139150
2,소노캄거제,경남 거제시 거제대로 2660-0,콘도미니엄,109403
3,한화리조트거제벨버디어,경남 거제시 거제북로 2501-40,콘도미니엄,98411
4,매미성,경남 거제시 복항길 0-0,역사유적지,95600
5,거제정글돔,경남 거제시 거제남서로 3595-0,테마공원,51597
6,학동흑진주몽돌해변,경남 거제시 학동6길 18-1,자연경관(하천/해양),49144
7,고현종합시장,경남 거제시 거제중앙로 1883-2,시장,41345
8,거제포로수용소유적공원,경남 거제시 계룡로 61-0,역사유적지,24711
9,거제도,경남 거제시 거제대로 4686-0,자연경관(하천/해양),22206
10,구조라해수욕장,경남 거제시,자연경관(하천/해양),21255
11,거제삼성호텔,경남 거제시 장평3로 80-37,호텔,19637
12,구조라유람선터미널,경남 거제시 구조라로 37-0,교통시설,18593
13,거제파노라마케이블카,경남 거제시 거제중앙로 288-0,기타레저스포츠,18374
14,드비치골프클럽,경남 거제시 거제북로 1573-0,육상레저스포츠,16652
15,근포마을동굴,경남 거제시,기타관광,14465
16,거제맹종죽테마파크,경남 거제시 거제북로 700-0,테마공원,13625
17,장승포항,경남 거제시 장승로 112-1,자연경관(하천/해양),12976
18,라마다스위츠거제,경남 거제시 거제대로 2631-0,호텔,12936
19,저구항,경남 거제시 저구해안길 59-0,자연경관(하천/해양),12852
20,거제숲소리공원,경남 거제시,도시공원,12804
21,농소몽돌해수욕장,경남 거제시,자연경관(하천/해양),11973
22,거제씨월드,경남 거제시 지세포해안로 15-0,테마공원,11711
23,거제뷰CC,경남 거제시,육상레저스포츠,11552
24,해금강,경남 거제시,복합관광시설,11467
25,망치몽돌해수욕장,경남 거제시,자연경관(하천/해양),11419
26,신선대전망대,경남 거제시,랜드마크관광,11022
27,지세포방파제,경남 거제시,자연경관(하천/해양),10920
28,리베라호텔거제,경남 거제시 거제대로 2190-0,호텔,10689
29,거제관광모노레일,경남 거제시 계룡로 61-0,기타관광,10175
30,장승포여객선터미널,경남 거제시 장승로 138-0,교통시설,9848
31,신선대,경남 거제시,기타관광,9536
32,매미성,경남 거제시 복항길 29-0,역사유적지,9260
33,해금강유람선터미널,경남 거제시 해금강로 270-0,교통시설,9095
34,호텔올거제,경남 거제시 거제대로 2631-0,호텔,9061
35,지세포항,경남 거제시 지세포해안로 0-0,자연경관(하천/해양),8904
36,칠천도,경남 거제시,자연경관(하천/해양),8571
37,와현유람선터미널,경남 거제시 와현해변길 46-0,교통시설,8151
38,스터번호텔,경남 거제시 학동7길 2-0,호텔,8070
39,와현모래숲해변,경남 거제시,자연경관(하천/해양),8041
40,호텔상상,경남 거제시 거제대로 2752-0,호텔,7961
41,흥남해수욕장,경남 거제시,자연경관(하천/해양),7895
42,김영삼대통령생가,경남 거제시 옥포대첩로 743-1,역사유적지,7816
43,포로수용소테마파크,경남 거제시 거제대로 4686-0,기타관광,7752
44,명사해수욕장,경남 거제시,자연경관(하천/해양),7722
45,시방선착장,경남 거제시 시방2길 0-0,교통시설,7211
46,사곡해수욕장,경남 거제시,자연경관(하천/해양),7103
47,덕포해수욕장,경남 거제시,자연경관(하천/해양),7076
48,지세포관광유람선,경남 거제시 지세포해안로 89-19,교통시설,6778
49,도장포유람선터미널,경남 거제시 도장포1길 55-0,교통시설,6681
50,거제식물원,경남 거제시 거제남서로 3595-0,테마공원,6680
51,황포해수욕장,경남 거제시,자연경관(하천/해양),6562
52,외포항,경남 거제시 외포5길 0-0,교통시설,6514
53,거제자연휴양림,경남 거제시 거제중앙로 325-0,자연공원,6496
54,프래밀리풀빌라호텔,경남 거제시 거제대로 2308-0,호텔,6474
55,여차몽돌해수욕장,경남 거제시,자연경관(하천/해양),6193
56,가조도,경남 거제시,자연경관(하천/해양),6146
57,구조라항,경남 거제시 구조라로 73-0,자연경관(하천/해양),5929
58,여차홍포전망대,경남 거제시,랜드마크관광,5873
59,외도유람선장승포선착장,경남 거제시 장승로 138-0,교통시설,5747
60,구조라성,경남 거제시,기타관광,5413
61,장승포유람선선착장,경남 거제시 장승로 138-0,교통시설,5219
62,옥포국제시장,경남 거제시 옥포로 215-0,시장,5174
63,조선해양문화관,경남 거제시,전시시설,5155
64,바람의언덕리조트,경남 거제시 해금강로 132-0,콘도미니엄,5113
65,리우오션레지던스,경남 거제시 옥림3길 30-0,콘도미니엄,5023
66,외도보타니아,경남 거제시 외도길 17-0,농/산/어촌체험,4933
67,홈포레스트리조트,경남 거제시 국산로 24-25,콘도미니엄,4690
68,남부면수국축제,경남 거제시 저구해안길 60-0,기타문화관광지,4610
69,대포항,경남 거제시 대포길 0-0,자연경관(하천/해양),4371
70,비커밍펜션,경남 거제시 거제남서로 991-2,펜션/민박,4272
71,유호전망대,경남 거제시,랜드마크관광,4230
72,애드미럴호텔,경남 거제시 서간도길 16-0,호텔,4217
73,학동자동차야영장,경남 거제시 거제대로 981-0,캠핑,4073
74,버드앤피쉬체험장,경남 거제시 거제남서로 3159-43,기타관광,4000
75,토모노야호텔&료칸거제,경남 거제시 거제중앙로 42-0,호텔,3894
76,계도어촌체험마을,경남 거제시 가조로 837-0,농/산/어촌체험,3618
77,거제오토마리나,경남 거제시 대곡3길 19-7,캠핑,3537
78,오션뷰카트체험장,경남 거제시 거제대로 1514-18,기타레저스포츠,3519
79,죽림해수욕장,경남 거제시,자연경관(하천/해양),3511
80,이수도선착장,경남 거제시,교통시설,3509
81,바다그리고펜션,경남 거제시 거제대로 1484-0,펜션/민박,3494
82,홈포레스트호텔,경남 거제시 장승로 145-0,호텔,3373
83,공곶이수목원,경남 거제시 예구3길 0-0,테마공원,3231
84,리인스테이,경남 거제시 아주1로4길 11-0,호텔,3133
85,근포항,경남 거제시,자연경관(하천/해양),2951
86,브라운도트호텔거제옥포점,경남 거제시 옥포로 170-10,호텔,2906
87,거제돔관광호텔,경남 거제시 거제대로 2372-0,호텔,2744
88,씨앤스카이2,경남 거제시 와현1길 23-0,펜션/민박,2741
89,장목항,경남 거제시,자연경관(하천/해양),2719
90,거제해수보양온천,경남 거제시 수양로 507-0,웰니스관광,2682
91,함목몽돌해변,경남 거제시,자연경관(하천/해양),2675
92,능포항,경남 거제시 능포로16길 0-0,자연경관(하천/해양),2639
93,와우펜션,경남 거제시 고촌길 34-1,펜션/민박,2610
94,옥포항,경남 거제시 옥포로2길 17-0,자연경관(하천/해양),2576
95,지세포성,경남 거제시,역사유적지,2546
96,오아시스호텔,경남 거제시 장평4로2길 11-9,호텔,2512
97,지평집,경남 거제시 가조로 917-0,펜션/민박,2508
98,가조도풀하우스펜션,경남 거제시 가조로 1292-37,펜션/민박,2490
99,옥포대첩기념공원,경남 거제시 팔랑포2길 87-0,도시공원,2417
100,다대어촌체험휴양마을,경남 거제시 다대1길 6-0,농/산/어촌체험,2413
