순위,업소명,주소,분류,현지인 검색 수
1,더블유181,경남 거제시 거제북로 2707-0,카페/찻집,5270
2,오송웨이브,경남 거제시 오송7길 3-1,카페/찻집,4950
3,온더선셋,경남 거제시 성포로 65-0,카페/찻집,3404
4,짹짹커피,경남 거제시 거제중앙로8길 8-0,카페/찻집,3352
5,블랙업커피수월점,경남 거제시 제산안길 18-0,카페/찻집,3034
6,마소마레,경남 거제시 거제대로 1828-5,카페/찻집,2949
7,하면옥본점,경남 거제시 연하해안로 320-0,한식,2346
8,심해,경남 거제시 옥포대첩로 1252-0,카페/찻집,2146
9,스타벅스거제대로DT점,경남 거제시 거제대로 4521-0,카페/찻집,2138
10,더웨이브147,경남 거제시 덕호해안길 147-1,카페/찻집,1943
11,맥도날드거제옥포SK DT점,경남 거제시 거제대로 3714-0,간이음식,1842
12,글래씨스,경남 거제시 거제대로 1514-17,카페/찻집,1612
13,시방리카페,경남 거제시 옥포대첩로 1216-0,카페/찻집,1610
14,세일마트즉석코너,경남 거제시 중곡로7길 12-0,간이음식,1583
15,덕둔버거,경남 거제시 하둔길 53-0,간이음식,1547
16,인간미,경남 거제시 문동4길 32-0,외국식,1501
17,성포끝집,경남 거제시 성포로3길 56-0,외국식,1437
18,금농갈비,경남 거제시 옥포로9길 6-0,한식,1414
19,만선칼국수,경남 거제시 소오비길 43-0,한식,1382
20,스타벅스거제옥포DT점,경남 거제시 거제대로 3718-0,카페/찻집,1377
21,파인에이플러스,경남 거제시 청마로 206-0,외국식,1319
22,거제보재기집,경남 거제시 지세포해안로 175-0,외국식,1201
23,에버어뮤즈,경남 거제시 문동4길 99-0,카페/찻집,1174
24,몰리힐스,경남 거제시 옥포대첩로 1238-0,카페/찻집,1161
25,마틴커피,경남 거제시 거제대로 2752-0,카페/찻집,1143
26,두리원,경남 거제시 거제대로 4943-8,한식,1103
27,신기해로,경남 거제시 다대5길 41-0,카페/찻집,1078
28,외도널서리,경남 거제시 구조라로4길 21-0,카페/찻집,1076
29,일공공샤브거제상동점,경남 거제시 상동5길 22-1,외국식,1048
30,델라하이,경남 거제시 아주2로4길 5-45,카페/찻집,1031
31,모정해물탕,경남 거제시 중곡로3길 32-3,한식,1002
32,둔덕농협한우관,경남 거제시 거제남서로 4580-0,한식,957
33,한꼬막두꼬막,경남 거제시 지세포로 121-0,한식,951
34,아웃백스테이크하우스거제점,경남 거제시 서문로5길 6-0,외국식,946
35,워닉커피로스터스본점,경남 거제시 문동1길 45-1,카페/찻집,941
36,백제칼국수,경남 거제시 장평로4길 23-0,한식,932
37,롤링핀거제시청점,경남 거제시 계룡로9길 9-0,간이음식,915
38,메러디스빅토리,경남 거제시 제산로3길 18-0,카페/찻집,881
39,배말칼국수김밥거제장목점,경남 거제시 옥포대첩로 776-5,한식,874
40,길손,경남 거제시 거제중앙로 678-5,카페/찻집,872
41,바람의핫도그본점,경남 거제시 다대5길 13-0,간이음식,853
42,박영수손짜장[중식],경남 거제시 옥포성안로 21-0,외국식,852
43,스타벅스거제고현점,경남 거제시 거제중앙로 1936-0,카페/찻집,806
44,쌤김밥,경남 거제시 지세포로 101-0,간이음식,786
45,거장물총칼국수,경남 거제시 능포로 52-0,한식,774
46,버거킹옥포점,경남 거제시 옥포로 161-0,간이음식,770
47,엘도라도,경남 거제시 가조로2길 44-0,카페/찻집,763
48,N436,경남 거제시 거제대로 1764-0,카페/찻집,755
49,승천냉면갈비찜,경남 거제시 고현로 60-0,한식,739
50,곳간504상동점,경남 거제시 상동5길 23-0,한식,721
51,키친루셀로,경남 거제시 거제대로 1861-0,외국식,702
52,강성횟집본점,경남 거제시 지세포해안로 204-0,외국식,681
52,지세포로와,경남 거제시 지세포해안로 194-0,카페/찻집,681
54,싱싱게장,경남 거제시 장승포로 10-0,한식,672
55,버거킹거제고현점,경남 거제시 서문로5길 6-0,간이음식,670
56,어웨일카페펍,경남 거제시 성포로3길 3-0,카페/찻집,657
57,온기당,경남 거제시 고현로 138-77,한식,652
58,배말칼국수김밥본점,경남 거제시 장승포로 2-0,한식,644
59,리묘,경남 거제시 하둔길 49-0,카페/찻집,629
60,더꽃매미성점,경남 거제시 옥포대첩로 1350-6,한식,619
61,예이제게장백반본점,경남 거제시 장승로 101-1,외국식,606
62,바릇,경남 거제시 거제대로 1806-0,외국식,597
63,쿠우쿠우거제점,경남 거제시 거제중앙로 1938-3,외국식,595
64,거장물총칼국수장목점,경남 거제시 시방2길 32-0,한식,577
65,청마루대구뽈찜,경남 거제시 수양1길 151-0,한식,576
66,카페스테이지,경남 거제시 율천두모로 98-0,카페/찻집,572
67,장수굴국밥,경남 거제시 옥포대첩로6길 23-0,한식,554
68,투썸플레이스거제아주점,경남 거제시 아주1로2길 58-0,카페/찻집,548
69,소향다원,경남 거제시 칠천로 148-12,한식,538
70,거제빵명장,경남 거제시 거제대로 4500-55,간이음식,536
71,거제해금강회센터,경남 거제시 아주1로2길 31-0,외국식,531
72,더꽃본점,경남 거제시 아주로 24-0,한식,530
73,대원군숯불갈비,경남 거제시 거제중앙로31길 32-1,한식,525
74,해뜨는집,경남 거제시 지세포해안로 182-0,외국식,519
75,부엉이돈가스거제하청점,경남 거제시 실전해안길 5-2,외국식,515
76,물레방아한정식[한식],경남 거제시 서문로6길 11-0,한식,509
77,박가네돌판찜,경남 거제시 읍내로 80-1,한식,507
78,배말칼국수김밥고현직영점,경남 거제시 거제중앙로5길 26-0,한식,478
79,멍아일랜드,경남 거제시 사등2길 3-0,카페/찻집,476
80,집밥청보리[한식],경남 거제시 거제중앙로13길 30-0,한식,474
81,순봉가,경남 거제시 거제대로 2897-0,한식,473
82,파스타공방,경남 거제시 가조서로2길 10-0,외국식,468
83,정일면거제점,경남 거제시 고현로 87-1,외국식,466
84,도미노피자거제고현점,경남 거제시 거제중앙로 1808-1,간이음식,453
85,아지트,경남 거제시 하둔길 65-0,한식,446
86,볼리에르,경남 거제시 가조로 1292-20,카페/찻집,443
87,배말칼국수김밥거제면점,경남 거제시 거제남서로 3404-0,한식,439
88,바삭꽈배기,경남 거제시 지세포4길 8-0,간이음식,437
89,웅아물회,경남 거제시 지세포해안로 171-0,외국식,426
89,패스트리디오션뷰,경남 거제시 옥포대첩로 536-23,카페/찻집,426
91,카페포뷰,경남 거제시 장승포로 115-0,카페/찻집,424
92,목구멍본점,경남 거제시 아주1로2길 29-0,한식,423
