연령대,남성방문 비율,여성방문 비율
70세 이상,4.0,2.4
60~69세,12.9,9.5
50~59세,15.7,12.5
40~49세,11.9,7.4
30~39세,7.2,5.1
20~29세,4.3,3.4
10~19세,1.5,1.3
