연령대,남성방문 비율,여성방문 비율
70세 이상,4.1,4.4
60~69세,9.8,9.7
50~59세,12.8,12.1
40~49세,9.8,8.9
30~39세,5.5,4.1
20~29세,6.0,4.9
10~19세,3.5,3.4
