연령대,남성방문 비율,여성방문 비율
70세 이상,10.9,6.8
60~69세,17.4,10.1
50~59세,13.3,9.8
40~49세,7.2,4.3
30~39세,5.4,3.4
20~29세,4.7,2.7
10~19세,1.7,0.8
