연령대,남성방문 비율,여성방문 비율
70세 이상,4.7,6.0
60~69세,11.3,11.6
50~59세,9.9,9.3
40~49세,8.1,6.0
30~39세,8.2,6.7
20~29세,5.5,6.9
10~19세,2.0,2.5
