순위,업소명,주소,분류,현지인 검색 수
1,투썸플레이스창원귀산점,경남 창원시 성산구 삼귀로 167-0,카페/찻집,14480
2,맥도날드창원사파DT점,경남 창원시 성산구 창이대로706번길 2-0,간이음식,7691
3,스타벅스창원마창대교점,경남 창원시 성산구 삼귀로 159-0,카페/찻집,6560
4,아웃백스테이크하우스중앙점,경남 창원시 성산구 중앙대로 33-0,외국식,3423
5,엘리브,경남 창원시 성산구 귀산로 19-0,카페/찻집,3235
6,성산명가,경남 창원시 성산구 마디미로63번길 7-0,한식,2947
7,더로드101귀산,경남 창원시 성산구 삼귀로486번길 61-8,카페/찻집,2380
8,토도스,경남 창원시 성산구 용호로 116-0,외국식,2151
9,라온하제,경남 창원시 성산구 삼귀로 361-0,외국식,2001
10,스시혼,경남 창원시 성산구 용지로249번길 1-0,외국식,1996
11,브라운핸즈창원점,경남 창원시 성산구 창원대로 520-0,카페/찻집,1972
12,버거킹창원상남에프에스점,경남 창원시 성산구 마디미로3번길 18-0,간이음식,1920
13,상무초밥창원점,경남 창원시 성산구 마디미로16번길 9-0,외국식,1871
14,홍익돈까스창원1호점,경남 창원시 성산구 동산로 191-0,외국식,1736
15,팬아시아창원가로수길점,경남 창원시 성산구 용지로239번길 4-0,외국식,1710
16,사야카츠,경남 창원시 성산구 귀산로 19-0,외국식,1698
17,푸주옥창원점,경남 창원시 성산구 용지로 257-0,한식,1510
18,상하이717[중식],경남 창원시 성산구 삼귀로 167-0,외국식,1501
19,맥도날드창원시티세븐점,경남 창원시 성산구 원이대로 320-0,간이음식,1437
20,이탈리안717,경남 창원시 성산구 삼귀로 167-0,외국식,1429
21,하우요커피,경남 창원시 성산구 삼귀로 524-6,카페/찻집,1363
22,돌돌솥,경남 창원시 성산구 창이대로464번길 22-0,한식,1307
23,코지하우스귀산점,경남 창원시 성산구 삼귀로 203-0,외국식,1235
24,스타벅스창원상남동R점,경남 창원시 성산구 상남로 132-0,카페/찻집,1185
25,스타벅스창원용지호수점,경남 창원시 성산구 용지로169번길 1-0,카페/찻집,1094
26,카페모조,경남 창원시 성산구 삼귀로486번길 60-0,카페/찻집,1086
27,맥도날드창원상남점,경남 창원시 성산구 단정로 22-0,간이음식,1073
28,신월낙지한마리수제비창원본점,경남 창원시 성산구 동산로 207-0,외국식,1063
29,식당더원,경남 창원시 성산구 삼귀로486번길 19-6,한식,1045
30,언양각식당,경남 창원시 성산구 용지로 253-1,한식,1022
31,피콜로라떼,경남 창원시 성산구 비음로4번길 2-0,카페/찻집,970
32,스타벅스창원상남사거리점,경남 창원시 성산구 단정로 25-0,카페/찻집,965
33,파스타공방,경남 창원시 성산구 대암로101번길 5-0,외국식,954
34,할리스창원귀산점,경남 창원시 성산구 삼귀로 189-0,카페/찻집,927
35,투핸즈,경남 창원시 성산구 창이대로460번길 20-0,외국식,865
36,카페솔,경남 창원시 성산구 삼귀로486번길 13-26,카페/찻집,847
37,서향,경남 창원시 성산구 삼귀로 203-0,카페/찻집,832
38,1997영국집,경남 창원시 성산구 외동반림로248번길 25-0,카페/찻집,818
39,224커피,경남 창원시 성산구 삼귀로486번길 49-0,카페/찻집,785
40,경성코페창원가로수길점,경남 창원시 성산구 외동반림로248번길 31-0,카페/찻집,778
41,한촌설렁탕창원상남점,경남 창원시 성산구 마디미로10번길 12-0,한식,773
42,설레움55테라스,경남 창원시 성산구 불모산로66번길 10-0,외국식,759
43,홍콩집[중식],경남 창원시 성산구 용지로239번길 12-0,외국식,750
44,버거킹창원광장점,경남 창원시 성산구 용지로133번길 3-0,간이음식,712
45,교동짬뽕창원점 [중식],경남 창원시 성산구 동산로73번길 15-0,외국식,684
46,오발탄창원점,경남 창원시 성산구 마디미로15번길 11-0,외국식,680
47,보타미,경남 창원시 성산구 외동반림로 270-1,카페/찻집,675
48,청하횟집,경남 창원시 성산구 삼귀로486번길 35-0,외국식,671
49,청춘키친,경남 창원시 성산구 마디미로10번길 7-0,외국식,655
50,오프트에스프레소바,경남 창원시 성산구 외동반림로248번길 7-1,카페/찻집,653
51,스타벅스창원리베라점,경남 창원시 성산구 중앙대로100번길 9-0,카페/찻집,649
52,해운대신대구탕,경남 창원시 성산구 마디미로 61-0,한식,640
53,올리브장작창원점,경남 창원시 성산구 용호로 115-0,간이음식,636
54,샤브올창원상남점,경남 창원시 성산구 중앙대로100번길 9-0,외국식,606
55,파스쿠찌창원상남점,경남 창원시 성산구 마디미동로 29-0,카페/찻집,602
56,천안문북경요리[중식],경남 창원시 성산구 안민로159번길 10-0,외국식,588
57,서소문족발상남본점,경남 창원시 성산구 마디미로44번길 7-0,외국식,581
58,가월스시,경남 창원시 성산구 비음로 53-0,외국식,579
59,라이진,경남 창원시 성산구 삼귀로 191-0,외국식,576
60,도미노피자창원성주점,경남 창원시 성산구 삼정자로72번길 29-1,간이음식,573
61,무쇠곱창,경남 창원시 성산구 가음로15번길 52-0,외국식,563
62,동양카츠,경남 창원시 성산구 원이대로682번길 40-0,외국식,544
63,백중기와야순두부상남점,경남 창원시 성산구 동산로65번길 26-12,한식,540
64,샤브테이,경남 창원시 성산구 마디미로73번길 20-0,외국식,531
65,참수타[중식],경남 창원시 성산구 신월로 90-0,외국식,528
65,투썸플레이스창원용호점,경남 창원시 성산구 용지로169번길 11-14,카페/찻집,528
67,조박사냉면,경남 창원시 성산구 용지로169번길 11-31,한식,517
68,합천삼가한우식육식당,경남 창원시 성산구 동산로220번길 21-0,한식,516
69,엔제리너스창원중앙오거리점,경남 창원시 성산구 용지로113번길 23-0,카페/찻집,515
70,금옥돈까스,경남 창원시 성산구 창이대로460번길 22-0,외국식,513
71,헤이다이닝창원점,경남 창원시 성산구 삼귀로 177-0,외국식,504
72,김밥1번지사파점,경남 창원시 성산구 창이대로719번길 4-4,간이음식,500
73,계경목장성산옥,경남 창원시 성산구 마디미로70번길 14-0,한식,498
74,브레드웜,경남 창원시 성산구 용지로245번길 16-1,카페/찻집,494
75,쏘풀,경남 창원시 성산구 용지로245번길 13-0,간이음식,484
75,우등한우,경남 창원시 성산구 원이대로682번길 8-0,한식,484
77,투썸플레이스창원사파점,경남 창원시 성산구 원이대로773번길 27-1,카페/찻집,480
78,고향에봄,경남 창원시 성산구 상남로 73-0,한식,478
79,파리바게뜨창원상남점,경남 창원시 성산구 마디미로9번길 4-0,간이음식,474
80,우리로스터스,경남 창원시 성산구 대암로105번길 8-19,카페/찻집,464
81,모리텐,경남 창원시 성산구 창이대로460번길 14-0,외국식,458
82,해변의꽃게창원점,경남 창원시 성산구 용지로265번길 4-1,외국식,454
83,도미노피자창원반송점,경남 창원시 성산구 반송로 44-1,간이음식,451
83,왕가옥,경남 창원시 성산구 마디미로64번길 11-0,한식,451
85,초가집,경남 창원시 성산구 용지로117번길 32-0,한식,449
86,달콤비니하우스,경남 창원시 성산구 대암로 151-0,간이음식,448
87,피렌체48st,경남 창원시 성산구 대암로 157-0,외국식,445
88,벨그레이브,경남 창원시 성산구 창이대로689번길 4-27,외국식,443
89,그린하우스호수점,경남 창원시 성산구 용지로169번길 15-0,간이음식,432
90,삿뽀로창원점,경남 창원시 성산구 중앙대로100번길 9-0,외국식,431
91,멜팅플레이스,경남 창원시 성산구 비음로 45-0,카페/찻집,429
91,파리바게뜨창원남양점,경남 창원시 성산구 대정로 77-0,간이음식,429
93,오복미역,경남 창원시 성산구 마디미서로 46-0,한식,426
94,차이나리퍼블릭[중식],경남 창원시 성산구 삼정자로51번길 7-0,외국식,424
95,맛찬들왕소금구이창원상남점,경남 창원시 성산구 원이대로682번길 18-0,한식,423
96,경복궁창원점,경남 창원시 성산구 중앙대로100번길 9-0,한식,422
96,포브커피,경남 창원시 성산구 삼귀로 201-0,카페/찻집,422
