순위,관광지명,주소,분류,외지인 검색 수
1,상남시장,경남 창원시 성산구 마디미로 28-0,시장,34614
2,창원컨벤션센터,경남 창원시 성산구 원이대로 362-0,전시시설,33959
3,그랜드머큐어앰버서더호텔,경남 창원시 성산구 원이대로 332-0,호텔,29936
4,인터내셔널호텔,경남 창원시 성산구 중앙대로 69-0,호텔,19778
5,창원축구센터,경남 창원시 성산구 비음로 97-0,레저스포츠시설,17076
6,용지호수공원,경남 창원시 성산구,도시공원,15080
7,상남분수광장,경남 창원시 성산구,도시공원,14479
8,성산아트홀,경남 창원시 성산구 중앙대로 181-0,공연시설,14469
9,가음정시장,경남 창원시 성산구 대정로35번길 4-1,시장,14259
10,마산항제4부두,경남 창원시 성산구 적현로 0-0,자연경관(하천/해양),10219
11,성주사,경남 창원시 성산구 곰절길 191-0,종교성지,9391
12,반송시장,경남 창원시 성산구 원이대로473번길 20-11,시장,8997
13,장미공원,경남 창원시 성산구,도시공원,8857
14,그랜드시티호텔창원,경남 창원시 성산구 중앙대로 78-0,호텔,8598
15,마산항제5부두,경남 창원시 성산구 적현로 428-0,자연경관(하천/해양),8588
16,창원과학체험관,경남 창원시 성산구 충혼로72번길 16-0,전시시설,6323
17,창원호텔(폐업),경남 창원시 성산구 중앙대로39번길 14-0,호텔,6143
18,충혼탑,경남 창원시 성산구 충혼로 29-0,역사유물,5908
19,창원수목원,경남 창원시 성산구,도시공원,5801
20,베스트루이스해밀턴호텔창원점,경남 창원시 성산구 마디미로70번길 10-0,호텔,4709
21,롯데시네마창원,경남 창원시 성산구 중앙대로 124-0,공연시설,4532
22,CGV창원더시티,경남 창원시 성산구 원이대로 320-0,공연시설,4512
23,메가박스창원,경남 창원시 성산구 용지로 58-0,공연시설,4040
24,창원경륜장,경남 창원시 성산구 원이대로 470-0,육상레저스포츠,3545
25,CGV창원상남,경남 창원시 성산구 중앙대로100번길 13-0,공연시설,3421
26,캔버라관광호텔,경남 창원시 성산구 중앙대로61번길 4-0,호텔,3398
27,토요코인호텔창원,경남 창원시 성산구 중앙대로 93-0,호텔,3250
28,늘푸른전당,경남 창원시 성산구 두대로 97-0,공연시설,3111
29,CNN호텔,경남 창원시 성산구 상남로 118-0,호텔,2995
30,성원그랜드쇼핑,경남 창원시 성산구 동산로 124-0,쇼핑몰,2931
31,KBS창원홀,경남 창원시 성산구 중앙대로 178-0,공연시설,2599
32,노블파크주상가,경남 창원시 성산구 원이대로473번길 9-0,쇼핑몰,2465
33,창원온천,경남 창원시 성산구 동산로65번길 26-12,웰니스관광,2435
34,헤리티지호텔,경남 창원시 성산구 마디미로73번길 21-0,모텔,2416
35,기업사랑공원,경남 창원시 성산구 가음정로 0-0,도시공원,2128
36,호텔엠비엔,경남 창원시 성산구 마디미로15번길 6-0,호텔,2078
37,창원시청광장,경남 창원시 성산구,도시공원,1962
38,에비뉴호텔,경남 창원시 성산구 용지로169번길 5-0,호텔,1957
39,용지문화공원,경남 창원시 성산구,도시공원,1954
40,창원문화원,경남 창원시 성산구 용지로239번길 19-22,교육시설,1925
41,올림픽호텔,경남 창원시 성산구 중앙대로 81-0,호텔,1907
42,대방녹지공원,경남 창원시 성산구,도시공원,1621
43,불곡사,경남 창원시 성산구 대암로 55-0,종교성지,1528
44,귀산방파제,경남 창원시 성산구,자연경관(하천/해양),1494
45,더웨이호텔,경남 창원시 성산구 마디미동로 46-0,모텔,1481
46,성산패총,경남 창원시 성산구 성산패총로 137-0,역사유적지,1433
47,경남도민의집,경남 창원시 성산구 외동반림로248번길 36-0,전시시설,1328
48,창원시어린이교통공원,경남 창원시 성산구,도시공원,1138
49,호텔썸,경남 창원시 성산구 중앙대로 75-0,모텔,1096
50,올림픽공원야구장,경남 창원시 성산구,레저스포츠시설,1076
51,드 다니엘 호텔,경남 창원시 성산구 마디미로43번길 7-0,모텔,945
52,호텔퀸즈,경남 창원시 성산구 마디미로37번길 5-0,모텔,921
53,더퍼스트호텔,경남 창원시 성산구 중앙대로39번길 6-0,호텔,908
54,호텔JM,경남 창원시 성산구 단정로 7-0,모텔,886
55,렛츠런CCC창원지점,경남 창원시 성산구 중앙대로 33-0,육상레저스포츠,875
56,삼귀해안,경남 창원시 성산구,기타관광,810
57,불모산노을전망대,경남 창원시 성산구,랜드마크관광,759
58,브이호텔,경남 창원시 성산구 마디미로15번길 4-0,모텔,758
59,하련호텔,경남 창원시 성산구 단정로 23-0,모텔,747
60,용지저수지,경남 창원시 성산구,자연경관(하천/해양),715
60,중앙체육공원,경남 창원시 성산구,도시공원,715
62,올림픽공원,경남 창원시 성산구,도시공원,702
63,MTM모텔,경남 창원시 성산구 마디미로70번길 6-0,모텔,674
64,삼정자공원,경남 창원시 성산구,도시공원,657
65,다이소창원상남본점,경남 창원시 성산구 상남로 88-0,기타쇼핑시설,650
66,히트호텔,경남 창원시 성산구 마디미동로 34-0,모텔,648
67,토토스모텔,경남 창원시 성산구 단정로 9-0,모텔,643
68,호텔딘,경남 창원시 성산구 용지로169번길 3-0,모텔,590
69,썸모텔,경남 창원시 성산구 마디미로27번길 14-0,모텔,577
69,창원종합운동장축구장,경남 창원시 성산구 원이대로 450-0,레저스포츠시설,577
71,AT비지니스호텔,경남 창원시 성산구 용지로 102-0,호텔,568
72,센트럴호텔,경남 창원시 성산구 용지로 94-0,모텔,545
73,호텔야자창원상남점,경남 창원시 성산구 마디미로31번길 4-0,모텔,540
74,호텔궁,경남 창원시 성산구 마디미로44번길 7-0,모텔,534
