업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,2.62063158E8
쇼핑업,레저용품쇼핑,6.063735295E9
쇼핑업,대형쇼핑몰,5.4187227307E10
숙박업,호텔,6.91418865E8
숙박업,콘도,9.7418637E7
숙박업,기타숙박,2.827745488E9
식음료업,식음료,8.5312558747E10
여가서비스업,관광유원시설,2.321388E7
여가서비스업,골프장,3.560561593E9
여가서비스업,기타레저,9.53777626E8
여가서비스업,문화서비스,9.48133887E8
여행업,여행업,3.810371E7
운송업,렌터카,4.3754886E7
운송업,육상운송,6201600.0
