연령대,남성방문 비율,여성방문 비율
70세 이상,4.5,3.7
60~69세,8.4,7.0
50~59세,9.2,8.6
40~49세,9.9,8.1
30~39세,10.5,10.6
20~29세,6.0,5.6
10~19세,3.1,2.9
