순위,관광지명,주소,분류,현지인 검색 수
1,신륵사,경기 여주시 신륵사길 73-0,종교성지,7899
2,솔모로CC,경기 여주시 솔모로그린길 171-0,육상레저스포츠,6576
3,스카이밸리CC,경기 여주시 운촌길 254-0,육상레저스포츠,5294
4,렉스필드CC,경기 여주시 광여로 1115-0,육상레저스포츠,5242
5,신라CC,경기 여주시 신라그린길 84-0,육상레저스포츠,5205
6,여주CC,경기 여주시 월평로 78-0,육상레저스포츠,5036
7,소피아그린CC,경기 여주시 소피아그린길 84-0,육상레저스포츠,5008
8,금강CC,경기 여주시 금강그린길 84-0,육상레저스포츠,4457
9,아리지CC,경기 여주시 아리지그린길 68-0,육상레저스포츠,4420
10,페럼클럽,경기 여주시 점동로 181-0,육상레저스포츠,4344
11,블루헤런GC,경기 여주시 고달사로 67-0,육상레저스포츠,4178
12,남여주CC,경기 여주시 가여로 532-0,육상레저스포츠,3873
13,이포CC,경기 여주시 장흥로 416-0,육상레저스포츠,3487
14,썬밸리호텔,경기 여주시 강변유원지길 45-0,호텔,3224
15,해슬리나인브릿지,경기 여주시 명품1로 76-0,육상레저스포츠,3185
16,자유CC,경기 여주시 자유그린길 69-0,육상레저스포츠,3149
17,동여주체력단련장,경기 여주시 그랜드그린길 107-0,육상레저스포츠,3026
18,여주한글시장,경기 여주시,시장,2848
19,명성황후생가,경기 여주시 명성로 71-0,역사유적지,2674
20,루트52컨트리클럽,경기 여주시 중암1길 36-0,육상레저스포츠,2590
21,캐슬파인GC,경기 여주시 부평로 580-0,육상레저스포츠,2450
22,세라지오GC,경기 여주시 여양로 530-0,육상레저스포츠,2439
23,이포보전망대,경기 여주시,랜드마크관광,2338
24,360도CC,경기 여주시 부평로 609-0,육상레저스포츠,2259
25,황학산수목원,경기 여주시 황학산수목원길 73-0,자연공원,2240
26,트리니티클럽,경기 여주시 가남로 320-21,육상레저스포츠,2195
27,신세계프리미엄아울렛여주점(EAST),경기 여주시 명품로 360-0,쇼핑몰,2054
28,금은모래캠핑장,경기 여주시 강변유원지길 107-0,캠핑,1952
29,세종대왕릉,경기 여주시 영릉로 269-50,역사유적지,1935
30,영재파3골프랜드,경기 여주시 여주남로 343-0,육상레저스포츠,1858
31,강천보한강문화관,경기 여주시 신단1길 83-0,기타문화관광지,1826
32,빅토리아GC,경기 여주시 송삼로 191-0,육상레저스포츠,1697
33,여주곤충박물관,경기 여주시 명성로 114-146,전시시설,1482
34,남한강콘도리조트,경기 여주시 신륵로 5-0,콘도미니엄,1266
35,여주썬밸리cc,경기 여주시 강문로 872-0,육상레저스포츠,1257
36,강천섬,경기 여주시,자연경관(하천/해양),1219
37,이포보오토캠핑장양촌지구,경기 여주시 여양로 1935-177,캠핑,1055
38,여주흥천남한강벚꽃축제,경기 여주시,기타문화관광지,920
39,가남체육공원,경기 여주시,도시공원,779
40,한강6경강천섬,경기 여주시,기타관광,769
41,목아박물관,경기 여주시 이문안길 21-0,전시시설,761
42,금은모래강변공원,경기 여주시,도시공원,736
43,여주참숯마을오토캠핑장,경기 여주시 걸촌동길 40-0,캠핑,712
44,여주온천,경기 여주시 강문로 864-0,웰니스관광,692
45,숲을그리다,경기 여주시 상교3길 56-37,펜션/민박,668
46,파사성지,경기 여주시,역사유적지,608
47,신륵사관광지,경기 여주시 신륵사길 73-0,복합관광시설,586
48,능서어울림공원,경기 여주시 능서공원길 101-0,도시공원,559
49,스톤모텔,경기 여주시 마장로 78-0,모텔,539
50,호텔마루,경기 여주시 강변북로 73-0,모텔,537
51,여주시장,경기 여주시 여흥로57번길 20-0,시장,523
52,주주팜동물농장,경기 여주시 가남로 1126-1,농/산/어촌체험,508
53,양섬야구장,경기 여주시,레저스포츠시설,492
54,세븐모텔,경기 여주시 주내로 48-10,모텔,450
55,세종천문대,경기 여주시 부평로 3-0,기타관광,408
56,당남리섬,경기 여주시,자연경관(하천/해양),404
57,강천아일랜드수상레저,경기 여주시 강천로 515-56,기타레저스포츠,389
