동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
686,1488,학생,중딩_대학생_고딩,미식,맛집_맥주_상추,망상해변
377,464,자녀,아들_딸_아들램,레포츠/운동,캠핑_당구장_낚시,망상해변
143,388,부모님,아빠,자연경관,공원_바다_해수욕장,망상해변
86,166,연인,애인_커플_여자친구,반려동물,유기견_반려견_반려동물,망상해변
75,94,기타가족,가족_장모_엄마,문화예술,노래방_광장_문화센터,망상해변
28,13,회사동료,대리,역사유적,다리_한옥마을_한옥,망상해변
20,8,친구,친구,휴식/힐링,나들이_힐링_신혼여행,망상해변
5,0,배우자,남편_신랑,,,망상해변
2,0,싱글,싱글,,,망상해변
