연령대,남성방문 비율,여성방문 비율
70세 이상,3.4,2.6
60~69세,7.6,7.4
50~59세,10.4,9.7
40~49세,11.8,9.9
30~39세,8.6,7.8
20~29세,6.9,5.9
10~19세,3.0,2.9
