유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
전라남도 강진군 , 전라남도 장흥군,18.1,1
전라남도 보성군 , 전라남도 장흥군,16.8,1
전라남도 화순군 , 전라남도 장흥군,5.9,1
전라남도 목포시 , 전라남도 장흥군,5.3,1
전라남도 순천시 , 전라남도 장흥군,4.8,1
전라남도 영암군 , 전라남도 장흥군,4.8,1
광주광역시 광산구 , 전라남도 장흥군,4.1,1
전라남도 나주시 , 전라남도 장흥군,3.7,1
전라남도 해남군 , 전라남도 장흥군,3.7,1
광주광역시 서구 , 전라남도 장흥군,3.5,1
광주광역시 북구 , 전라남도 장흥군,3.5,1
광주광역시 남구 , 전라남도 장흥군,3.2,1
전라남도 무안군 , 전라남도 장흥군,3.2,1
광주광역시 동구 , 전라남도 장흥군,2.9,1
전라남도 여수시 , 전라남도 장흥군,2.0,1
전라남도 완도군 , 전라남도 장흥군,1.9,1
전라남도 광양시 , 전라남도 장흥군,1.6,1
전라남도 고흥군 , 전라남도 장흥군,1.0,1
전라남도 진도군 , 전라남도 장흥군,0.6,1
전라남도 장성군 , 전라남도 장흥군,0.6,1
 전라남도 장흥군,전라남도 강진군,20.3,2
 전라남도 장흥군,전라남도 보성군,15.6,2
 전라남도 장흥군,전라남도 목포시,9.5,2
 전라남도 장흥군,전라남도 순천시,6.1,2
 전라남도 장흥군,전라남도 여수시,5.2,2
 전라남도 장흥군,전라남도 완도군,4.2,2
 전라남도 장흥군,전라남도 무안군,4.0,2
 전라남도 장흥군,전라남도 영암군,3.9,2
 전라남도 장흥군,전라남도 나주시,3.8,2
 전라남도 장흥군,광주광역시 서구,3.7,2
 전라남도 장흥군,전라남도 해남군,3.4,2
 전라남도 장흥군,전라남도 화순군,3.3,2
 전라남도 장흥군,광주광역시 광산구,2.2,2
 전라남도 장흥군,전라남도 광양시,1.7,2
 전라남도 장흥군,광주광역시 북구,1.5,2
 전라남도 장흥군,광주광역시 남구,1.5,2
 전라남도 장흥군,전라남도 진도군,1.5,2
 전라남도 장흥군,전라남도 고흥군,1.4,2
 전라남도 장흥군,광주광역시 동구,0.9,2
 전라남도 장흥군,전라남도 담양군,0.6,2
