연령대,남성방문 비율,여성방문 비율
70세 이상,2.3,2.8
60~69세,6.8,6.0
50~59세,8.8,9.2
40~49세,9.6,8.2
30~39세,8.9,8.1
20~29세,9.8,9.1
10~19세,4.9,4.1
