연령대,남성방문 비율,여성방문 비율
70세 이상,3.4,2.7
60~69세,10.2,5.7
50~59세,16.2,10.6
40~49세,12.8,8.0
30~39세,9.9,6.7
20~29세,5.8,5.2
10~19세,1.2,1.0
