연령대,남성방문 비율,여성방문 비율
70세 이상,6.3,4.7
60~69세,11.2,9.2
50~59세,14.2,14.3
40~49세,9.0,7.2
30~39세,4.4,4.2
20~29세,4.1,4.3
10~19세,3.5,2.6
