순위,업소명,주소,분류,외지인 검색 수
1,언양기와집불고기,울산 울주군 헌양길 86-0,한식,47931
2,그릿비서생점,울산 울주군 신암해안1길 4-0,카페/찻집,25101
3,나사리식당,울산 울주군 나사해안길 15-0,한식,16945
4,라메르판지,울산 북구 판지1길 30-0,카페/찻집,15341
5,AOP,울산 울주군 해맞이로 1097-2,카페/찻집,13956
6,아비아채하사정1920,울산 북구 동해안로 831-52,카페/찻집,10881
7,한가위,울산 북구 진장유통로 43-0,한식,10839
8,농도,울산 울주군 명촌길천로 23-0,카페/찻집,10548
9,언양진미불고기,울산 울주군 중평로 33-0,한식,10239
10,스타벅스울산정자비치DT점,울산 북구 동해안로 1601-0,카페/찻집,9497
11,해월당,울산 울주군 등억알프스로 245-0,간이음식,9064
12,스타벅스울산성안점,울산 중구 성안1길 133-0,카페/찻집,8846
13,스타벅스울산국가정원점,울산 중구 태화강국가정원길 205-0,카페/찻집,8731
14,헤이메르,울산 울주군 잿골길 72-0,카페/찻집,8384
15,율리정[한식],울산 울주군 율리영해1길 170-6,한식,7991
16,솔밭가든,울산 중구 함월20길 65-0,한식,7612
17,맥도날드울산삼산DT점,울산 남구 화합로 201-0,간이음식,7400
18,봉계한우숯불단지,울산 울주군,기타음식,7392
19,스타벅스울산중리사거리DT점,울산 남구 돋질로 310-0,카페/찻집,7242
20,베테랑바베큐,울산 울주군 해맞이로 924-0,외국식,7173
21,아웃백스테이크하우스삼산점,울산 남구 삼산로 231-0,외국식,7140
22,저수지휴게실,울산 울주군 상보두현길 53-0,한식,6947
23,떡바우횟집,울산 울주군 신암해안길 13-0,외국식,6928
24,호피폴라,울산 울주군 나사해안길 6-0,카페/찻집,6924
25,스타벅스울산북구청DT점,울산 북구 산업로 1011-0,카페/찻집,6905
26,정자회센터에이14호,울산 북구 정자1길 48-0,외국식,6461
27,무라카데칼국수,울산 울주군 율리영해1길 104-5,한식,6094
28,함양집본점,울산 남구 중앙로208번길 12-0,한식,5882
29,스타벅스울산간절곶점,울산 울주군 간절곶1길 33-0,카페/찻집,5881
30,동남횟집,울산 동구 보밑길 75-0,외국식,5750
31,시선310간절곶점,울산 울주군 신리길 102-0,카페/찻집,5546
32,가지산돌짜장,울산 울주군 웃궁평길 6-4,외국식,5529
33,스타벅스울산MBC DT점,울산 중구 번영로 434-0,카페/찻집,5502
34,히든블루,울산 울주군 신리길 96-0,카페/찻집,5420
35,카페수피아,울산 울주군 장제1길 13-11,카페/찻집,5333
36,맥도날드울산호계SK DT점,울산 북구 산업로 1448-0,간이음식,5034
37,더파티울산신선도원점,울산 북구 진장17길 10-0,외국식,4930
38,미진돌곱창,울산 남구 남산로26번길 3-0,외국식,4895
39,하동식당,울산 동구 동해안로 30-7,한식,4863
40,맥도날드울산굴화DT점,울산 울주군 울밀로 2877-0,간이음식,4756
41,스타벅스울산호계DT점,울산 북구 산업로 1464-0,카페/찻집,4740
42,간절곶해빵,울산 울주군 해맞이로 924-0,간이음식,4710
43,이너리트,울산 울주군 수남벚꽃길 9-0,카페/찻집,4704
44,맥도날드울산삼산로DT점,울산 남구 삼산로 230-0,간이음식,4680
45,도동산방[한식],울산 울주군 송락골길 133-0,한식,4652
46,당구대통철판삼겹살울산점,울산 울주군 삼평길 453-0,한식,4575
47,맥도날드울산일산DT점,울산 동구 방어진순환도로 634-0,간이음식,4509
48,60헤르츠,울산 동구 동해안로 612-0,카페/찻집,4449
49,곽암아트카페갤러리,울산 북구 판지1길 62-0,카페/찻집,4365
50,스타벅스울산남구청DT점,울산 남구 번영로 215-0,카페/찻집,4296
51,스타벅스울산신정DT점,울산 남구 문수로 435-0,카페/찻집,4260
52,발레나식스,울산 울주군 지지길 55-0,카페/찻집,4212
53,스타벅스울산도산사거리DT점,울산 남구 번영로 59-0,카페/찻집,4157
54,태양칼국수,울산 중구 함월14길 54-0,한식,4148
55,언양1번가주먹떡갈비,울산 울주군 언양로 37-0,한식,4067
56,복산돈까스,울산 중구 손골2길 17-6,외국식,4050
57,맥도날드울산병영점,울산 중구 번영로 576-0,간이음식,4049
58,곤지곤지호계점 [한식],울산 북구 호수2로 26-0,한식,4045
58,언양진미불고기,울산 울주군 동문길 47-0,한식,4045
60,보리꽃,울산 동구 해수욕장10길 74-0,한식,3870
61,OK목장,울산 울주군 방기로 1-0,한식,3816
62,우가포커피로스터스,울산 북구 동해안로 1110-0,카페/찻집,3810
63,함양집종가점,울산 중구 종가8길 51-0,한식,3802
64,스타벅스울산시청사거리DT점,울산 남구 중앙로 180-0,카페/찻집,3790
65,달동쭈꾸미,울산 남구 삼산로 141-0,외국식,3780
66,웅촌식육식당,울산 울주군 곡천동문길 33-0,한식,3777
