연령대,남성방문 비율,여성방문 비율
70세 이상,1.1,1.1
60~69세,3.1,3.1
50~59세,6.6,5.3
40~49세,11.2,7.8
30~39세,14.3,14.0
20~29세,10.4,17.3
10~19세,1.7,2.5
