순위,업소명,주소,분류,외지인 검색 수
1,본가만두전골전문점,경기 시흥시 동서로811번길 33-0,한식,45995
2,카페청화공간,경기 시흥시 호현로 155-25,카페/찻집,39874
3,베니어베이커리카페,경기 시흥시 서해안로 1444-1,카페/찻집,23039
4,고구려짬뽕집본점 [중식],경기 시흥시 수인로 3472-22,외국식,21826
5,늘솜당,경기 시흥시 하우로122번길 50-3,카페/찻집,21386
6,청춘조개본점,경기 시흥시 오이도로 199-1,외국식,19394
7,스타벅스시흥목감DT점,경기 시흥시 동서로 950-0,카페/찻집,18251
8,참소예,경기 시흥시 동서로 706-27,외국식,15769
9,조개포차오이도점,경기 시흥시 오이도로 215-0,외국식,15008
10,천장어본점,경기 시흥시 동서로 702-0,외국식,13817
11,서운칼국수,경기 시흥시 시흥대로 248-8,한식,12936
12,진짬뽕[중식],경기 시흥시 동서로 691-0,외국식,12263
13,담원[한식],경기 시흥시 물왕수변로 150-0,한식,10788
14,먹보한우시흥안현점,경기 시흥시 수인로 2969-0,한식,9777
15,아마츄어작업실시흥점,경기 시흥시 은계중앙로 254-0,카페/찻집,9482
16,쿠우쿠우은계점,경기 시흥시 은계번영길 23-0,외국식,9433
17,예원[한식],경기 시흥시 동서로811번길 31-0,한식,9100
18,메르블루,경기 시흥시 서해안로 1032-12,카페/찻집,8570
19,봉순게장물왕저수지점,경기 시흥시 물왕수변로 22-0,한식,8532
20,무랑가배,경기 시흥시 동서로 865-5,카페/찻집,8476
21,권가제면소시흥물왕점,경기 시흥시 동서로 768-0,외국식,8235
22,빛담,경기 시흥시 동서로811번길 13-0,카페/찻집,8004
23,스타벅스시흥대야DT점,경기 시흥시 뱀내장터로 27-0,카페/찻집,7894
24,릴리프커피,경기 시흥시 범안로 271-0,카페/찻집,7822
25,용설리토종순대국,경기 시흥시 계수로 167-0,한식,6989
26,장수촌,경기 시흥시 하우로 51-0,한식,6570
27,소래버섯나라본점,경기 시흥시 동서로 206-0,외국식,6549
28,늘봄가,경기 시흥시 옥구상가4길 7-0,한식,6509
29,스타벅스시화로데오점,경기 시흥시 중심상가2길 20-5,카페/찻집,6385
30,폴바셋신세계시흥프리미엄아울렛점,경기 시흥시 서해안로 699-0,카페/찻집,6005
31,코코애견카페,경기 시흥시 하우로 152-0,카페/찻집,5870
32,프로젝트씨,경기 시흥시 오이도로 201-0,카페/찻집,5847
33,베러스퀘어,경기 시흥시 달월길 87-0,외국식,5833
34,장금이,경기 시흥시 피울길 167-0,한식,5830
35,아초원시흥점,경기 시흥시 동서로857번길 28-27,외국식,5806
36,고반가든물왕본점,경기 시흥시 동서로811번길 52-0,한식,5755
37,복사꽃피는집시흥점,경기 시흥시 관곡지로 13-0,한식,5629
38,소풍곤드레밥[한식],경기 시흥시 동서로811번길 18-0,한식,5576
39,강릉짬뽕순두부,경기 시흥시 오이도로 245-0,한식,5550
40,풍경,경기 시흥시 동서로 786-0,카페/찻집,5371
41,온누리장작구이물왕점,경기 시흥시 금화로 444-0,외국식,5324
42,청산에살어리랏다물왕점 [한식],경기 시흥시 동서로811번길 39-0,한식,5310
43,정통밥집본점 [한식],경기 시흥시 동서로857번길 6-0,한식,5282
44,이학갈비,경기 시흥시 범안로305번길 3-0,한식,5179
45,숲에숨다,경기 시흥시 동서로811번길 45-0,카페/찻집,5110
46,방일해장국시화점,경기 시흥시 서촌상가1길 11-0,한식,5022
47,산골추어탕본점,경기 시흥시 시흥대로 178-0,한식,4971
48,정동진,경기 시흥시 오이도로 151-1,외국식,4930
49,도이창카페배곧롯데마트점,경기 시흥시 서울대학로278번길 67-0,카페/찻집,4738
50,장원가든,경기 시흥시 하우로94번길 67-0,한식,4719
51,스타벅스배곧신도시점,경기 시흥시 서울대학로278번길 43-13,카페/찻집,4562
52,맥도날드시흥은행,경기 시흥시 대은로 90-0,간이음식,4517
53,레인바우시흥점,경기 시흥시 신현로 127-0,카페/찻집,4464
54,스타벅스시흥은계점,경기 시흥시 은계번영길 9-0,카페/찻집,4232
55,스타벅스배곧아브뉴프랑점,경기 시흥시 서울대학로278번길 34-0,카페/찻집,4209
56,디올리앤시흥점,경기 시흥시 하우로122번길 60-0,외국식,4183
57,랑데자뷰시흥거북섬점,경기 시흥시 거북섬4길 10-0,카페/찻집,4179
58,오십이도칼국수본점,경기 시흥시 오이도로 113-0,한식,4112
59,우미게장,경기 시흥시 범안로 364-35,외국식,4079
60,별미지교시흥점,경기 시흥시 서울대학로264번길 7-0,외국식,4062
61,송도갈매기배곧점,경기 시흥시 서울대학로278번길 8-0,한식,4016
62,정아각[중식],경기 시흥시 신천6길 2-1,외국식,3970
63,기브닝커피,경기 시흥시 서해안로1780번길 9-0,카페/찻집,3966
64,버거킹배곧아브뉴프랑점,경기 시흥시 서울대학로264번길 35-0,간이음식,3874
64,토담골,경기 시흥시 동서로811번길 27-0,한식,3874
64,테일러버튼,경기 시흥시 서울대학로 59-20,카페/찻집,3874
67,고연[한식],경기 시흥시 수인로3488번길 13-10,한식,3857
68,홍익돈까스물왕점,경기 시흥시 동서로 867-0,외국식,3849
69,퓨전굽는삼계탕,경기 시흥시 동서로168번길 71-1,한식,3834
70,버커킹시흥정왕점,경기 시흥시 중심상가로 201-11,간이음식,3831
71,뽁식당배곧점,경기 시흥시 서울대학로264번길 25-0,외국식,3788
72,버거킹시흥목감SK점,경기 시흥시 동서로 996-0,간이음식,3767
73,계수가든,경기 시흥시 범안로266번길 11-0,한식,3619
74,가나안덕시흥점,경기 시흥시 동서로811번길 24-0,외국식,3573
75,맛자랑조개구이,경기 시흥시 오이도로 253-0,외국식,3557
76,콩이랑두부랑,경기 시흥시 하우로 66-0,한식,3503
77,아름드리민물장어,경기 시흥시 금화로 404-0,외국식,3471
78,산현농장,경기 시흥시 동서로 902-96,한식,3456
79,플라워팟베이커리카페,경기 시흥시 동서로857번길 28-18,카페/찻집,3421
80,부자홍두깨칼국수,경기 시흥시 동서로10번길 18-0,한식,3419
81,소플러스신천점,경기 시흥시 호현로 174-6,한식,3417
82,멍트럴파크,경기 시흥시 하우로 186-0,한식,3393
83,카페일라고,경기 시흥시 목감전원로 32-0,카페/찻집,3338
84,예원퓨전한정식[한식],경기 시흥시 하우로 66-1,한식,3327
85,앞뜰장작구이마을대야점,경기 시흥시 호현로 294-0,외국식,3309
86,열린농원,경기 시흥시 군자봉길 229-0,한식,3285
87,홍두깨칼국수,경기 시흥시 동서로 213-0,한식,3284
88,예다가,경기 시흥시 동서로857번길 36-0,한식,3280
89,수미가든,경기 시흥시 마전로 488-0,한식,3246
90,봉순게장시흥대야점,경기 시흥시 호현로 176-10,한식,3214
91,렌볼,경기 시흥시 물왕수변로 24-0,카페/찻집,3212
92,월곶한우마을5호,경기 시흥시 월곶중앙로14번길 78-0,한식,3182
93,보리굴비마을,경기 시흥시 동서로857번길 28-22,한식,3140
94,개성집,경기 시흥시 시흥대로 248-20,한식,3127
95,좋은날국수집,경기 시흥시 범안로336번길 6-0,한식,3089
96,배곧아띠,경기 시흥시 배곧4로 32-33,카페/찻집,3045
97,맥도날드이마트시화,경기 시흥시 정왕대로 210-0,간이음식,3009
98,한신가든,경기 시흥시 가마길 40-22,한식,3001
99,대가,경기 시흥시 중심상가로 327-0,한식,2951
100,몬테인,경기 시흥시 호현로 155-24,외국식,2867
